"","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"A5-E5-PLATE 2-NEW","0.559210529668962","0.96429030577386",NA,NA,NA,NA,NA
"A5-E5-PLATE 2-OLD","0.96429030577386","0.559210529668962","0.559210529668962",NA,NA,NA,NA
"A5-E5-PLATE 3-NEW","0.578135652056093","0.936428878213044","0.919091143910917","0.57830382939491",NA,NA,NA
"A5-E5-PLATE 3-OLD","0.0439271514702416","0.119312603183653","0.119312603183653","0.0439271514702416","0.113969180436235",NA,NA
"A5-E5-PLATE 4-NEW","0.693355550536862","0.919091143910917","0.899887861185677","0.694751206895285","0.919091143910917","0.0996873377545325",NA
"A5-E5-PLATE 4-OLD","0.919091143910917","0.524928107534485","0.524928107534485","0.919091143910917","0.559210529668962","0.0439271514702416","0.559264017965628"
"5","A6.E6.PLATE.1.NEW","A6.E6.PLATE.1.OLD","A6.E6.PLATE.2.NEW","A6.E6.PLATE.2.OLD","A6.E6.PLATE.3.NEW","A6.E6.PLATE.3.OLD","A6.E6.PLATE.4.NEW"
"A6-E6-PLATE 1-OLD","0.983066270088701",NA,NA,NA,NA,NA,NA
"A6-E6-PLATE 2-NEW","0.983066270088701","0.983066270088701",NA,NA,NA,NA,NA
"A6-E6-PLATE 2-OLD","0.983066270088701","0.983066270088701","0.983066270088701",NA,NA,NA,NA
"A6-E6-PLATE 3-NEW","0.339981257491383","0.409391288067212","0.403256848889436","0.403256848889436",NA,NA,NA
"A6-E6-PLATE 3-OLD","0.339981257491383","0.339981257491383","0.339981257491383","0.339981257491383","0.983066270088701",NA,NA
"A6-E6-PLATE 4-NEW","0.983066270088701","0.983066270088701","0.983066270088701","0.983066270088701","0.339981257491383","0.339981257491383",NA
"A6-E6-PLATE 4-OLD","0.983066270088701","0.983066270088701","0.983066270088701","0.983066270088701","0.339981257491383","0.339981257491383","0.983066270088701"
"6","A7.E7.PLATE.1.NEW","A7.E7.PLATE.1.OLD","A7.E7.PLATE.2.NEW","A7.E7.PLATE.2.OLD","A7.E7.PLATE.3.NEW","A7.E7.PLATE.3.OLD","A7.E7.PLATE.4.NEW"
"A7-E7-PLATE 1-OLD","0.393691842001591",NA,NA,NA,NA,NA,NA
"A7-E7-PLATE 2-NEW","0.918909057997294","0.393691842001591",NA,NA,NA,NA,NA
"A7-E7-PLATE 2-OLD","0.918909057997294","0.393691842001591","0.897312300185121",NA,NA,NA,NA
"A7-E7-PLATE 3-NEW","0.918909057997294","0.393691842001591","0.897312300185121","0.984844126737237",NA,NA,NA
"A7-E7-PLATE 3-OLD","0.4276141576839","0.171316063626888","0.486419754435369","0.393691842001591","0.393691842001591",NA,NA
"A7-E7-PLATE 4-NEW","0.4276141576839","0.171316063626888","0.521823799307739","0.393691842001591","0.393691842001591","0.984844126737237",NA
"A7-E7-PLATE 4-OLD","0.984844126737237","0.393691842001591","0.918909057997294","0.918909057997294","0.918909057997294","0.4276141576839","0.4276141576839"
"7","A8.E8.PLATE.1.NEW","A8.E8.PLATE.1.OLD","A8.E8.PLATE.2.NEW","A8.E8.PLATE.2.OLD","A8.E8.PLATE.3.NEW","A8.E8.PLATE.3.OLD","A8.E8.PLATE.4.NEW"
"A8-E8-PLATE 1-OLD","0.530510353953526",NA,NA,NA,NA,NA,NA
"A8-E8-PLATE 2-NEW","0.282060826459102","0.531299578355141",NA,NA,NA,NA,NA
"A8-E8-PLATE 2-OLD","0.519679590225112","0.940994378456475","0.570766187047888",NA,NA,NA,NA
"A8-E8-PLATE 3-NEW","0.530510353953526","0.940994378456475","0.530510353953526","0.940994378456475",NA,NA,NA
"A8-E8-PLATE 3-OLD","0.487088731227788","0.201928829275834","0.181370885110215","0.194754566481863","0.201928829275834",NA,NA
"A8-E8-PLATE 4-NEW","0.414013491532256","0.194754566481863","0.181370885110215","0.194754566481863","0.194754566481863","0.940994378456475",NA
"A8-E8-PLATE 4-OLD","0.940994378456475","0.530510353953526","0.296220682198176","0.530510353953526","0.531299578355141","0.454705683969637","0.389265283734094"
"8","B2.F2.PLATE.1.NEW","B2.F2.PLATE.1.OLD","B2.F2.PLATE.2.NEW","B2.F2.PLATE.2.OLD","B2.F2.PLATE.3.NEW","B2.F2.PLATE.3.OLD","B2.F2.PLATE.4.NEW"
"B2-F2-PLATE 1-OLD","0.187154050936179",NA,NA,NA,NA,NA,NA
"B2-F2-PLATE 2-NEW","0.0529800643722602","0.365992542632763",NA,NA,NA,NA,NA
"B2-F2-PLATE 2-OLD","0.00971426059407433","0.0480030091547908","0.12837834939728",NA,NA,NA,NA
"B2-F2-PLATE 3-NEW","0.0124501902629883","0.0529800643722602","0.205530283012384","0.738872761249672",NA,NA,NA
"B2-F2-PLATE 3-OLD","0.00971426059407433","0.0211524016953745","0.0529800643722602","0.544651513984396","0.361020866253245",NA,NA
"B2-F2-PLATE 4-NEW","0.0529800643722602","0.373516267863837","0.962285142713674","0.126934583714722","0.201564632711168","0.0529800643722602",NA
"B2-F2-PLATE 4-OLD","0.00971426059407433","0.0464260517944752","0.120636695166259","0.936476431517743","0.672717795057693","0.606428935534717","0.120397808315357"
"9","B3.F3.PLATE.1.NEW","B3.F3.PLATE.1.OLD","B3.F3.PLATE.2.NEW","B3.F3.PLATE.2.OLD","B3.F3.PLATE.3.NEW","B3.F3.PLATE.3.OLD","B3.F3.PLATE.4.NEW"
"B3-F3-PLATE 1-OLD","0.438006583210041",NA,NA,NA,NA,NA,NA
"B3-F3-PLATE 2-NEW","0.0345887695669059","0.11547319572377",NA,NA,NA,NA,NA
"B3-F3-PLATE 2-OLD","0.0189355640260722","0.0392025091033441","0.481266698147442",NA,NA,NA,NA
"B3-F3-PLATE 3-NEW","0.00955185101840039","0.0196692403453379","0.237278546894978","0.574700138744704",NA,NA,NA
"B3-F3-PLATE 3-OLD","0.0055709673665676","0.00901581140241738","0.0345887695669059","0.0955872807826086","0.225844604822179",NA,NA
"B3-F3-PLATE 4-NEW","0.0192209919103883","0.0524870328032362","0.574700138744704","0.840596427257911","0.481266698147442","0.0699611110611709",NA
"B3-F3-PLATE 4-OLD","0.00955185101840039","0.0192209919103883","0.225844604822179","0.525881104756121","0.915128680289395","0.23817896813579","0.438006583210041"
"10","B4.F4.PLATE.1.NEW","B4.F4.PLATE.1.OLD","B4.F4.PLATE.2.NEW","B4.F4.PLATE.2.OLD","B4.F4.PLATE.3.NEW","B4.F4.PLATE.3.OLD","B4.F4.PLATE.4.NEW"
"B4-F4-PLATE 1-OLD","0.28445057266748",NA,NA,NA,NA,NA,NA
"B4-F4-PLATE 2-NEW","0.0106599872645906","0.0417512590610298",NA,NA,NA,NA,NA
"B4-F4-PLATE 2-OLD","0.0169026746899854","0.0691808704076448","0.715373276159651",NA,NA,NA,NA
"B4-F4-PLATE 3-NEW","0.00194112963671375","0.00290482912823299","0.0417512590610298","0.026654709365378",NA,NA,NA
"B4-F4-PLATE 3-OLD","0.00194112963671375","0.00331093699191115","0.0584691628161675","0.0386429721557989","0.76854886773471",NA,NA
"B4-F4-PLATE 4-NEW","0.00632003840401195","0.026654709365378","0.68425364017821","0.456222536597622","0.0691808704076448","0.0995254175906696",NA
"B4-F4-PLATE 4-OLD","0.00274033962973541","0.00632003840401195","0.131749181252801","0.0769404020383107","0.415632056746597","0.559601643662941","0.263056126905544"
"11","B5.F5.PLATE.1.NEW","B5.F5.PLATE.1.OLD","B5.F5.PLATE.2.NEW","B5.F5.PLATE.2.OLD","B5.F5.PLATE.3.NEW","B5.F5.PLATE.3.OLD","B5.F5.PLATE.4.NEW"
"B5-F5-PLATE 1-OLD","0.119249527463375",NA,NA,NA,NA,NA,NA
"B5-F5-PLATE 2-NEW","0.00396711916366043","0.0174693084127576",NA,NA,NA,NA,NA
"B5-F5-PLATE 2-OLD","0.0174693084127576","0.163829625893389","0.155398888889755",NA,NA,NA,NA
"B5-F5-PLATE 3-NEW","0.00396711916366043","0.0174693084127576","0.834951473983035","0.119249527463375",NA,NA,NA
"B5-F5-PLATE 3-OLD","0.00396711916366043","0.0174693084127576","0.981995292314752","0.155398888889755","0.834951473983035",NA,NA
"B5-F5-PLATE 4-NEW","0.119249527463375","0.981995292314752","0.0174693084127576","0.165104657666988","0.0174693084127576","0.0174693084127576",NA
"B5-F5-PLATE 4-OLD","0.0163437804370769","0.119249527463375","0.251779359841324","0.746201062836518","0.172099528180909","0.251779359841324","0.119249527463375"
"12","B6.F6.PLATE.1.NEW","B6.F6.PLATE.1.OLD","B6.F6.PLATE.2.NEW","B6.F6.PLATE.2.OLD","B6.F6.PLATE.3.NEW","B6.F6.PLATE.3.OLD","B6.F6.PLATE.4.NEW"
"B6-F6-PLATE 1-OLD","0.651879382002687",NA,NA,NA,NA,NA,NA
"B6-F6-PLATE 2-NEW","0.408834481469763","0.356116994339397",NA,NA,NA,NA,NA
"B6-F6-PLATE 2-OLD","0.770688247545096","0.408834481469763","0.643816412812586",NA,NA,NA,NA
"B6-F6-PLATE 3-NEW","0.606947846162836","0.356116994339397","0.807340778668234","0.840828673480769",NA,NA,NA
"B6-F6-PLATE 3-OLD","0.643816412812586","0.356116994339397","0.770688247545096","0.850350810666372","0.900651910913463",NA,NA
"B6-F6-PLATE 4-NEW","0.296367725425034","0.166465032907586","0.483247449283612","0.356116994339397","0.356116994339397","0.356116994339397",NA
"B6-F6-PLATE 4-OLD","0.532382630481699","0.356116994339397","0.850350810666372","0.787981960799997","0.900651910913463","0.850350810666372","0.377028467102153"
"13","B7.F7.PLATE.1.NEW","B7.F7.PLATE.1.OLD","B7.F7.PLATE.2.NEW","B7.F7.PLATE.2.OLD","B7.F7.PLATE.3.NEW","B7.F7.PLATE.3.OLD","B7.F7.PLATE.4.NEW"
"B7-F7-PLATE 1-OLD","0.572603030171224",NA,NA,NA,NA,NA,NA
"B7-F7-PLATE 2-NEW","0.821332040334608","0.425843751651474",NA,NA,NA,NA,NA
"B7-F7-PLATE 2-OLD","0.709782375304648","0.317283655983332","0.821332040334608",NA,NA,NA,NA
"B7-F7-PLATE 3-NEW","0.709782375304648","0.317283655983332","0.821332040334608","0.977268557808441",NA,NA,NA
"B7-F7-PLATE 3-OLD","0.189434138416977","0.139284325186549","0.264618930742867","0.317283655983332","0.317283655983332",NA,NA
"B7-F7-PLATE 4-NEW","0.139284325186549","0.117886530238828","0.147423666564629","0.157822176511462","0.157822176511462","0.545988766794897",NA
"B7-F7-PLATE 4-OLD","0.147423666564629","0.117886530238828","0.157822176511462","0.189434138416977","0.189434138416977","0.709782375304648","0.821332040334608"
"14","B8.F8.PLATE.1.NEW","B8.F8.PLATE.1.OLD","B8.F8.PLATE.2.NEW","B8.F8.PLATE.2.OLD","B8.F8.PLATE.3.NEW","B8.F8.PLATE.3.OLD","B8.F8.PLATE.4.NEW"
"B8-F8-PLATE 1-OLD","0.845926235677962",NA,NA,NA,NA,NA,NA
"B8-F8-PLATE 2-NEW","0.973168815634698","0.845926235677962",NA,NA,NA,NA,NA
"B8-F8-PLATE 2-OLD","0.926362426074743","0.845926235677962","0.926362426074743",NA,NA,NA,NA
"B8-F8-PLATE 3-NEW","0.845926235677962","0.697501389780312","0.845926235677962","0.845926235677962",NA,NA,NA
"B8-F8-PLATE 3-OLD","0.697501389780312","0.697501389780312","0.697501389780312","0.697501389780312","0.845926235677962",NA,NA
"B8-F8-PLATE 4-NEW","0.697501389780312","0.697501389780312","0.697501389780312","0.697501389780312","0.845926235677962","0.926362426074743",NA
"B8-F8-PLATE 4-OLD","0.973168815634698","0.845926235677962","0.973168815634698","0.926362426074743","0.845926235677962","0.697501389780312","0.697501389780312"
"15","C2.G2.PLATE.1.NEW","C2.G2.PLATE.1.OLD","C2.G2.PLATE.2.NEW","C2.G2.PLATE.2.OLD","C2.G2.PLATE.3.NEW","C2.G2.PLATE.3.OLD","C2.G2.PLATE.4.NEW"
"C2-G2-PLATE 1-OLD","0.142272088292832",NA,NA,NA,NA,NA,NA
"C2-G2-PLATE 2-NEW","0.986848004391526","0.142272088292832",NA,NA,NA,NA,NA
"C2-G2-PLATE 2-OLD","0.446086057741778","0.446086057741778","0.446086057741778",NA,NA,NA,NA
"C2-G2-PLATE 3-NEW","0.0830903343772856","0.446086057741778","0.0830903343772856","0.142272088292832",NA,NA,NA
"C2-G2-PLATE 3-OLD","0.0830903343772856","0.353087036217054","0.0830903343772856","0.123326143727026","0.817425905165074",NA,NA
"C2-G2-PLATE 4-NEW","0.679401134726477","0.281851543310594","0.679401134726477","0.679401134726477","0.102199810170032","0.0929173317781194",NA
"C2-G2-PLATE 4-OLD","0.102199810170032","0.679401134726477","0.102199810170032","0.281851543310594","0.679401134726477","0.54827892077207","0.142272088292832"
"16","C3.G3.PLATE.1.NEW","C3.G3.PLATE.1.OLD","C3.G3.PLATE.2.NEW","C3.G3.PLATE.2.OLD","C3.G3.PLATE.3.NEW","C3.G3.PLATE.3.OLD","C3.G3.PLATE.4.NEW"
"C3-G3-PLATE 1-OLD","0.122933412511111",NA,NA,NA,NA,NA,NA
"C3-G3-PLATE 2-NEW","0.612396146485125","0.209666551407428",NA,NA,NA,NA,NA
"C3-G3-PLATE 2-OLD","0.204031706136981","0.644337994858584","0.388958198184358",NA,NA,NA,NA
"C3-G3-PLATE 3-NEW","0.0721515006672454","0.644337994858584","0.131867588786193","0.388958198184358",NA,NA,NA
"C3-G3-PLATE 3-OLD","0.0205490085078548","0.141509673860948","0.0264745816979552","0.0819797388590121","0.236768419604973",NA,NA
"C3-G3-PLATE 4-NEW","0.236768419604973","0.0264745816979552","0.131867588786193","0.0453805811787015","0.0205490085078548","0.00990165599783533",NA
"C3-G3-PLATE 4-OLD","0.0819797388590121","0.743705148559649","0.141509673860948","0.453613092132399","0.866842961284749","0.208470278123324","0.0205490085078548"
"17","C4.G4.PLATE.1.NEW","C4.G4.PLATE.1.OLD","C4.G4.PLATE.2.NEW","C4.G4.PLATE.2.OLD","C4.G4.PLATE.3.NEW","C4.G4.PLATE.3.OLD","C4.G4.PLATE.4.NEW"
"C4-G4-PLATE 1-OLD","0.812205736851832",NA,NA,NA,NA,NA,NA
"C4-G4-PLATE 2-NEW","0.666180819996222","0.858381361913577",NA,NA,NA,NA,NA
"C4-G4-PLATE 2-OLD","0.841940785439602","0.940126320300423","0.858381361913577",NA,NA,NA,NA
"C4-G4-PLATE 3-NEW","0.181114023687215","0.304755914194254","0.392803180408911","0.289825779005377",NA,NA,NA
"C4-G4-PLATE 3-OLD","0.0974461762863777","0.109206834743206","0.122264585390905","0.109206834743206","0.377030765436589",NA,NA
"C4-G4-PLATE 4-NEW","0.208444084659061","0.131651664556256","0.113216883631937","0.133722495933029","0.0632236840656272","0.0228250571754623",NA
"C4-G4-PLATE 4-OLD","0.858381361913577","0.858381361913577","0.812205736851832","0.858381361913577","0.219518180329942","0.102426375035579","0.173922943707846"
"18","C5.G5.PLATE.1.NEW","C5.G5.PLATE.1.OLD","C5.G5.PLATE.2.NEW","C5.G5.PLATE.2.OLD","C5.G5.PLATE.3.NEW","C5.G5.PLATE.3.OLD","C5.G5.PLATE.4.NEW"
"C5-G5-PLATE 1-OLD","0.974083603525958",NA,NA,NA,NA,NA,NA
"C5-G5-PLATE 2-NEW","0.567505563342757","0.567505563342757",NA,NA,NA,NA,NA
"C5-G5-PLATE 2-OLD","0.754013772265969","0.782255750630426","0.78914743757304",NA,NA,NA,NA
"C5-G5-PLATE 3-NEW","0.567505563342757","0.567505563342757","0.858487177499453","0.699460163465775",NA,NA,NA
"C5-G5-PLATE 3-OLD","0.567505563342757","0.567505563342757","0.982298571605976","0.78914743757304","0.858487177499453",NA,NA
"C5-G5-PLATE 4-NEW","0.580335364796831","0.567505563342757","0.331604224208977","0.474778923700248","0.331604224208977","0.331604224208977",NA
"C5-G5-PLATE 4-OLD","0.652422352392653","0.675269951894916","0.858487177499453","0.858487177499453","0.78914743757304","0.858487177499453","0.392618926020953"
"19","C6.G6.PLATE.1.NEW","C6.G6.PLATE.1.OLD","C6.G6.PLATE.2.NEW","C6.G6.PLATE.2.OLD","C6.G6.PLATE.3.NEW","C6.G6.PLATE.3.OLD","C6.G6.PLATE.4.NEW"
"C6-G6-PLATE 1-OLD","0.955583052879468",NA,NA,NA,NA,NA,NA
"C6-G6-PLATE 2-NEW","0.955583052879468","0.970119932838782",NA,NA,NA,NA,NA
"C6-G6-PLATE 2-OLD","0.955583052879468","0.955583052879468","0.955583052879468",NA,NA,NA,NA
"C6-G6-PLATE 3-NEW","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468",NA,NA,NA
"C6-G6-PLATE 3-OLD","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468",NA,NA
"C6-G6-PLATE 4-NEW","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468",NA
"C6-G6-PLATE 4-OLD","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468","0.955583052879468"
"20","C7.G7.PLATE.1.NEW","C7.G7.PLATE.1.OLD","C7.G7.PLATE.2.NEW","C7.G7.PLATE.2.OLD","C7.G7.PLATE.3.NEW","C7.G7.PLATE.3.OLD","C7.G7.PLATE.4.NEW"
"C7-G7-PLATE 1-OLD","0.849941163823356",NA,NA,NA,NA,NA,NA
"C7-G7-PLATE 2-NEW","0.849941163823356","0.881242937447773",NA,NA,NA,NA,NA
"C7-G7-PLATE 2-OLD","0.849941163823356","0.946840027142541","0.881242937447773",NA,NA,NA,NA
"C7-G7-PLATE 3-NEW","0.849941163823356","0.849941163823356","0.881242937447773","0.849941163823356",NA,NA,NA
"C7-G7-PLATE 3-OLD","0.849941163823356","0.849941163823356","0.881242937447773","0.849941163823356","0.946840027142541",NA,NA
"C7-G7-PLATE 4-NEW","0.849941163823356","0.881242937447773","0.881242937447773","0.881242937447773","0.881242937447773","0.881242937447773",NA
"C7-G7-PLATE 4-OLD","0.849941163823356","0.881242937447773","0.920488122988229","0.881242937447773","0.881242937447773","0.881242937447773","0.946840027142541"
"21","C8.G8.PLATE.1.NEW","C8.G8.PLATE.1.OLD","C8.G8.PLATE.2.NEW","C8.G8.PLATE.2.OLD","C8.G8.PLATE.3.NEW","C8.G8.PLATE.3.OLD","C8.G8.PLATE.4.NEW"
"C8-G8-PLATE 1-OLD","0.910406457162256",NA,NA,NA,NA,NA,NA
"C8-G8-PLATE 2-NEW","0.920246409351544","0.910406457162256",NA,NA,NA,NA,NA
"C8-G8-PLATE 2-OLD","0.910406457162256","0.910406457162256","0.910406457162256",NA,NA,NA,NA
"C8-G8-PLATE 3-NEW","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256",NA,NA,NA
"C8-G8-PLATE 3-OLD","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256",NA,NA
"C8-G8-PLATE 4-NEW","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256",NA
"C8-G8-PLATE 4-OLD","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256","0.910406457162256"
"22","D2.H2.PLATE.1.NEW","D2.H2.PLATE.1.OLD","D2.H2.PLATE.2.NEW","D2.H2.PLATE.2.OLD","D2.H2.PLATE.3.NEW","D2.H2.PLATE.3.OLD","D2.H2.PLATE.4.NEW"
"D2-H2-PLATE 1-OLD","0.908256984327711",NA,NA,NA,NA,NA,NA
"D2-H2-PLATE 2-NEW","0.546857664857295","0.494937479522741",NA,NA,NA,NA,NA
"D2-H2-PLATE 2-OLD","0.201261462048373","0.225272478365346","0.117460247457248",NA,NA,NA,NA
"D2-H2-PLATE 3-NEW","0.0756349801303665","0.0756349801303665","0.142453528689445","0.0236186916139676",NA,NA,NA
"D2-H2-PLATE 3-OLD","0.440064591951813","0.415697378141115","0.814627339702524","0.0887920487965328","0.165689871154201",NA,NA
"D2-H2-PLATE 4-NEW","0.311850381303029","0.348887714509914","0.148536104244737","0.769121708773795","0.0236186916139676","0.11970400136411",NA
"D2-H2-PLATE 4-OLD","0.440064591951813","0.476900480613036","0.201261462048373","0.546857664857295","0.026146880780633","0.157738491680261","0.769121708773795"
"23","D3.H3.PLATE.1.NEW","D3.H3.PLATE.1.OLD","D3.H3.PLATE.2.NEW","D3.H3.PLATE.2.OLD","D3.H3.PLATE.3.NEW","D3.H3.PLATE.3.OLD","D3.H3.PLATE.4.NEW"
"D3-H3-PLATE 1-OLD","0.702306761131777",NA,NA,NA,NA,NA,NA
"D3-H3-PLATE 2-NEW","0.25496585612356","0.386356650129668",NA,NA,NA,NA,NA
"D3-H3-PLATE 2-OLD","0.556721013646486","0.368987409868804","0.125349716124477",NA,NA,NA,NA
"D3-H3-PLATE 3-NEW","0.198273785008571","0.331420224019001","0.821732482478662","0.101999638935143",NA,NA,NA
"D3-H3-PLATE 3-OLD","0.0389219355318636","0.0637806586640655","0.162128291297266","0.0295665665453515","0.206205058767505",NA,NA
"D3-H3-PLATE 4-NEW","0.707305433155013","0.440833188043011","0.162128291297266","0.816389200738042","0.125349716124477","0.0295665665453515",NA
"D3-H3-PLATE 4-OLD","0.603619963223635","0.868803722149831","0.440833188043011","0.328714946963098","0.37428087979617","0.0657536628040945","0.386356650129668"
"24","D4.H4.PLATE.1.NEW","D4.H4.PLATE.1.OLD","D4.H4.PLATE.2.NEW","D4.H4.PLATE.2.OLD","D4.H4.PLATE.3.NEW","D4.H4.PLATE.3.OLD","D4.H4.PLATE.4.NEW"
"D4-H4-PLATE 1-OLD","0.558252549705",NA,NA,NA,NA,NA,NA
"D4-H4-PLATE 2-NEW","0.573716361257011","0.945367329958965",NA,NA,NA,NA,NA
"D4-H4-PLATE 2-OLD","0.945367329958965","0.515683863706623","0.515683863706623",NA,NA,NA,NA
"D4-H4-PLATE 3-NEW","0.515683863706623","0.945367329958965","0.945367329958965","0.515683863706623",NA,NA,NA
"D4-H4-PLATE 3-OLD","0.515683863706623","0.945367329958965","0.945367329958965","0.515683863706623","0.945367329958965",NA,NA
"D4-H4-PLATE 4-NEW","0.515683863706623","0.763457996351314","0.743784058555707","0.515683863706623","0.858903889162498","0.888790607721693",NA
"D4-H4-PLATE 4-OLD","0.945367329958965","0.515683863706623","0.515683863706623","0.945367329958965","0.515683863706623","0.515683863706623","0.515683863706623"
"25","D5.H5.PLATE.1.NEW","D5.H5.PLATE.1.OLD","D5.H5.PLATE.2.NEW","D5.H5.PLATE.2.OLD","D5.H5.PLATE.3.NEW","D5.H5.PLATE.3.OLD","D5.H5.PLATE.4.NEW"
"D5-H5-PLATE 1-OLD","0.775493106553117",NA,NA,NA,NA,NA,NA
"D5-H5-PLATE 2-NEW","0.862500353889957","0.743025398925121",NA,NA,NA,NA,NA
"D5-H5-PLATE 2-OLD","0.775493106553117","0.987471865718802","0.743025398925121",NA,NA,NA,NA
"D5-H5-PLATE 3-NEW","0.775493106553117","0.667039291212678","0.857822665459528","0.667039291212678",NA,NA,NA
"D5-H5-PLATE 3-OLD","0.969123334925616","0.775493106553117","0.868637010054702","0.775493106553117","0.775493106553117",NA,NA
"D5-H5-PLATE 4-NEW","0.581690191055176","0.348160778144015","0.609494143272987","0.348160778144015","0.726046978900438","0.581690191055176",NA
"D5-H5-PLATE 4-OLD","0.743025398925121","0.862500353889957","0.709575933781557","0.862500353889957","0.609494143272987","0.743025398925121","0.348160778144015"
"26","D6.H6.PLATE.1.NEW","D6.H6.PLATE.1.OLD","D6.H6.PLATE.2.NEW","D6.H6.PLATE.2.OLD","D6.H6.PLATE.3.NEW","D6.H6.PLATE.3.OLD","D6.H6.PLATE.4.NEW"
"D6-H6-PLATE 1-OLD","0.977949360628986",NA,NA,NA,NA,NA,NA
"D6-H6-PLATE 2-NEW","0.977949360628986","0.977949360628986",NA,NA,NA,NA,NA
"D6-H6-PLATE 2-OLD","0.977949360628986","0.977949360628986","0.977949360628986",NA,NA,NA,NA
"D6-H6-PLATE 3-NEW","0.977949360628986","0.977949360628986","0.977949360628986","0.977949360628986",NA,NA,NA
"D6-H6-PLATE 3-OLD","0.92296370296633","0.798254951749761","0.92296370296633","0.92296370296633","0.92296370296633",NA,NA
